answer,query,source
"I don’t know – where is Greg? I don’t know – if I lost and called you, I don’t think you would have called me. I would have tried for you, but I think it would have been tough. Right?","Think if I lost, he wouldn’t have returned my call.",0516_carrier
"…Greg Hayes is sort of nodding, “Yes, you’re right.”","I don’t know – where is Greg? I don’t know – if I lost and called you, I don’t think you would have called me. I would have tried for you, but I think it would have been tough. Right?",0516_carrier
"But I called Greg and I said, “It’s really important. We have to do something because you have a lot of people leaving and you have to understand we can’t allow this to happen anymore with our country.”","…Greg Hayes is sort of nodding, “Yes, you’re right.”",0516_carrier
"So many jobs are leaving and going to other countries, not just Mexico but many, many countries.","But I called Greg and I said, “It’s really important. We have to do something because you have a lot of people leaving and you have to understand we can’t allow this to happen anymore with our country.”",0516_carrier
And China is making so much of our products that we’re closing up a lot of plants.,"So many jobs are leaving and going to other countries, not just Mexico but many, many countries.",0516_carrier
"And I mean, I wrote down some numbers that are incredible but the numbers of manufacturing jobs that are lost especially in the rust belt and the rust belt is so incredible but we’re losing companies. It’s unbelievable. One after another. It’s one after another.",And China is making so much of our products that we’re closing up a lot of plants.,0516_carrier
"So I said, “Greg, you got to help us out here. We got to sit down. We got to do something.” And I said, “Because we just can’t let it happen.”","And I mean, I wrote down some numbers that are incredible but the numbers of manufacturing jobs that are lost especially in the rust belt and the rust belt is so incredible but we’re losing companies. It’s unbelievable. One after another. It’s one after another.",0516_carrier
"Anyway, he was incredible, and he said, “I understand.” And I said, “I wish I made this call a year and a half ago. It would have been a lot easier call.”","So I said, “Greg, you got to help us out here. We got to sit down. We got to do something.” And I said, “Because we just can’t let it happen.”",0516_carrier
"Only because your son – you son, whoever the hell your son is, these people owe him a lot. And I just went through – he’s out in the factory – I thought they were all going to be in this room. This room’s not big enough.","Anyway, he was incredible, and he said, “I understand.” And I said, “I wish I made this call a year and a half ago. It would have been a lot easier call.”",0516_carrier
"Yeah, I know. I don’t know who arranged that one because I had – we just visited 1,000 people in the factory that are going wild in the plant.","Only because your son – you son, whoever the hell your son is, these people owe him a lot. And I just went through – he’s out in the factory – I thought they were all going to be in this room. This room’s not big enough.",0516_carrier
"But I will tell you that United Technologies and Carrier stepped it up and now they’re keeping. Actually, the number’s over 1,100 people, which is so great, which is so great.","Yeah, I know. I don’t know who arranged that one because I had – we just visited 1,000 people in the factory that are going wild in the plant.",0516_carrier
"And I see the people. I shook hands with a lot of the people. They’re right behind us working. I guess, what is it? You’re so – you’re making so many air conditioners, you didn’t want to even have them come up for a half hour. He’s a ruthless boss. He’s ruthless. But that’s okay.","But I will tell you that United Technologies and Carrier stepped it up and now they’re keeping. Actually, the number’s over 1,100 people, which is so great, which is so great.",0516_carrier
"You know, I did say one thing to the Carrier folks and to the United Technologies folks. I said the good will that you have engendered by doing this all over the world, frankly, but within our country, you watch how fast you’re going to make it up because so many people are going to be buying Carrier air conditioners.","And I see the people. I shook hands with a lot of the people. They’re right behind us working. I guess, what is it? You’re so – you’re making so many air conditioners, you didn’t want to even have them come up for a half hour. He’s a ruthless boss. He’s ruthless. But that’s okay.",0516_carrier
"You know, we’ve had such help here. Bobby Knight, nobody in Indiana has ever heard of Bobby Knight. How great is Bobby Knight? Lou Holtz, Gene Keady, we had such incredible support.","You know, I did say one thing to the Carrier folks and to the United Technologies folks. I said the good will that you have engendered by doing this all over the world, frankly, but within our country, you watch how fast you’re going to make it up because so many people are going to be buying Carrier air conditioners.",0516_carrier
"But I’ll never forget it. A friend of mine called up and said during the primary, he said, “You know, if you could get Coach Knight…” And I said, “You know, Coach Knight called me a year ago.” It was a year before I decided to run. He said, “If you ever run, I’m supporting you.” I said, “Thanks, Coach. I just don’t know if I’m going to be doing it.” And then when he said, “If you could get Coach Knight”, I’ll tell you, I got Coach Knight. How good was Bobby Knight as far as we’re concerned in Indiana? Is that right?","You know, we’ve had such help here. Bobby Knight, nobody in Indiana has ever heard of Bobby Knight. How great is Bobby Knight? Lou Holtz, Gene Keady, we had such incredible support.",0516_carrier
We got Bobby Knight. 900 wins. Two championships. Right? Two or three championships. Olympic gold medal. Pam-Am games. And he was unbelievable. He wouldn’t stop. He was just going all over. He was the greatest guy.,"But I’ll never forget it. A friend of mine called up and said during the primary, he said, “You know, if you could get Coach Knight…” And I said, “You know, Coach Knight called me a year ago.” It was a year before I decided to run. He said, “If you ever run, I’m supporting you.” I said, “Thanks, Coach. I just don’t know if I’m going to be doing it.” And then when he said, “If you could get Coach Knight”, I’ll tell you, I got Coach Knight. How good was Bobby Knight as far as we’re concerned in Indiana? Is that right?",0516_carrier
"We came into an arena. Greg and we had 16,000 people inside and outside. We had, I think, 10,000 outside. It was – and I left – and this was three weeks before the primary, and I left. I said, “How are we going to lose Indiana with this?” I didn’t think we were going to lose and we didn’t. We won big.",We got Bobby Knight. 900 wins. Two championships. Right? Two or three championships. Olympic gold medal. Pam-Am games. And he was unbelievable. He wouldn’t stop. He was just going all over. He was the greatest guy.,0516_carrier
So I want to thank all of those folks because they really helped with Indiana and with a lot of other places.,"We came into an arena. Greg and we had 16,000 people inside and outside. We had, I think, 10,000 outside. It was – and I left – and this was three weeks before the primary, and I left. I said, “How are we going to lose Indiana with this?” I didn’t think we were going to lose and we didn’t. We won big.",0516_carrier
"So United Technologies has stepped up and I have to say this. They did it in such a nice and such a professional way, and they’re going to spend so much money on renovating this plant.",So I want to thank all of those folks because they really helped with Indiana and with a lot of other places.,0516_carrier
"And I said, “Greg, say that number.” You know, he said, “$16 million.”","So United Technologies has stepped up and I have to say this. They did it in such a nice and such a professional way, and they’re going to spend so much money on renovating this plant.",0516_carrier
"Well, you know, the minimum number is $16 [million]. It’s going to be in my opinion a lot more than that. He said, “Well, I’d rather say the lower number.” See, I’d rather have him say the higher number so I won’t say it. Okay. Just the difference in philosophy. Do you agree? Both are okay but difference in philosophy. But they’re going to spend more than $16 [million]. They’re going to spend a lot of money on the plant.","And I said, “Greg, say that number.” You know, he said, “$16 million.”",0516_carrier
"And I said to some of the folks, I said companies are not going to leave the United States anymore without consequences. Not going to happen. It’s not going to happen. I’ll tell you right now.","Well, you know, the minimum number is $16 [million]. It’s going to be in my opinion a lot more than that. He said, “Well, I’d rather say the lower number.” See, I’d rather have him say the higher number so I won’t say it. Okay. Just the difference in philosophy. Do you agree? Both are okay but difference in philosophy. But they’re going to spend more than $16 [million]. They’re going to spend a lot of money on the plant.",0516_carrier
We’re losing our – we’re losing so much.,"And I said to some of the folks, I said companies are not going to leave the United States anymore without consequences. Not going to happen. It’s not going to happen. I’ll tell you right now.",0516_carrier
"So one of the things we’re doing to keep them is we’re going to be lowering our business tax from 35% hopefully down to 15%, which would take us from the highest taxed nation virtually in the world. It’s terrible for business. To one of the lower taxed. Not the lowest yet but one of the lower taxed.",We’re losing our – we’re losing so much.,0516_carrier
"The other thing we’re doing is regulations. The regulations are, in fact, if I ask Greg and your folks, you would probably say regulations might be worse for you than even the high taxes, which is the biggest surprise of the whole political experience.","So one of the things we’re doing to keep them is we’re going to be lowering our business tax from 35% hopefully down to 15%, which would take us from the highest taxed nation virtually in the world. It’s terrible for business. To one of the lower taxed. Not the lowest yet but one of the lower taxed.",0516_carrier
"I thought taxes would be number one, regulations would be up there some place.","The other thing we’re doing is regulations. The regulations are, in fact, if I ask Greg and your folks, you would probably say regulations might be worse for you than even the high taxes, which is the biggest surprise of the whole political experience.",0516_carrier
"Believe me, these great leaders of industry and even the small business people who are just being crushed. If they had their choice between lower taxes and a major massive cutting of regulations, they would take the regulations. I don’t know how you feel about that Greg.","I thought taxes would be number one, regulations would be up there some place.",0516_carrier
"But I just noticed I wrote down because I heard it, since about six years ago, 260 new federal regulations have passed, 53 of which affect this plant. 53 new regulations. Massively expensive. And probably none of them amount to anything in terms of safety or the things that you’d have regulations for.","Believe me, these great leaders of industry and even the small business people who are just being crushed. If they had their choice between lower taxes and a major massive cutting of regulations, they would take the regulations. I don’t know how you feel about that Greg.",0516_carrier
"Six of eight of the air condition companies right now are located in Mexico. Six of eight. I mean, think of that. And 80% of the supply chain from Mexico. 80% is located in Mexico.","But I just noticed I wrote down because I heard it, since about six years ago, 260 new federal regulations have passed, 53 of which affect this plant. 53 new regulations. Massively expensive. And probably none of them amount to anything in terms of safety or the things that you’d have regulations for.",0516_carrier
And we’re not going to have it anymore. So we’re not going to have it anymore.,"Six of eight of the air condition companies right now are located in Mexico. Six of eight. I mean, think of that. And 80% of the supply chain from Mexico. 80% is located in Mexico.",0516_carrier
And we like Mexico. We think it’s wonderful. I was there three months ago with the president of Mexico. Terrific guy. But we have to have a fair shake.,And we’re not going to have it anymore. So we’re not going to have it anymore.,0516_carrier
"We’re not getting anything. We have NAFTA, which is a total and complete disaster. It’s a total and complete disaster. It’s a one-lane highway into Mexico. Nothing coming our way, everything going their way.",And we like Mexico. We think it’s wonderful. I was there three months ago with the president of Mexico. Terrific guy. But we have to have a fair shake.,0516_carrier
And I don’t have to mention who signed it anymore. It’s so nice. I don’t have to mention who backed it anymore. Right? We don’t have to mention that anymore fortunately.,"We’re not getting anything. We have NAFTA, which is a total and complete disaster. It’s a total and complete disaster. It’s a one-lane highway into Mexico. Nothing coming our way, everything going their way.",0516_carrier
But it’s a one-way street and it’s going to be changed. It’s going to be changed. We have to bring our jobs back.,And I don’t have to mention who signed it anymore. It’s so nice. I don’t have to mention who backed it anymore. Right? We don’t have to mention that anymore fortunately.,0516_carrier
"And when they expand, one of the things that made me so happy is when Greg said that they have over 10,000 jobs that they’re going to be producing in the very near future and now he’s looking to the United States instead of outside of the United States where almost all of those jobs would have gone.",But it’s a one-way street and it’s going to be changed. It’s going to be changed. We have to bring our jobs back.,0516_carrier
"So, one of the reasons I wanted to do this particular conference is that it’s so great. So many people in the other – that big beautiful plant behind us, which will be even more beautiful in about seven months from now.","And when they expand, one of the things that made me so happy is when Greg said that they have over 10,000 jobs that they’re going to be producing in the very near future and now he’s looking to the United States instead of outside of the United States where almost all of those jobs would have gone.",0516_carrier
They’re so happy. They’re going to have a great Christmas. That’s most important.,"So, one of the reasons I wanted to do this particular conference is that it’s so great. So many people in the other – that big beautiful plant behind us, which will be even more beautiful in about seven months from now.",0516_carrier
"But also, I just want to let all of the other companies know that we’re going to do great things for business. There’s no reason for them to leave anymore because your taxes are going to be at the very, very low end and your unnecessary regulations are going to be gone.",They’re so happy. They’re going to have a great Christmas. That’s most important.,0516_carrier
We need regulations for safety and environment and things. But most of the regulations are nonsense. It’s become a major industry – the writing of regulations.,"But also, I just want to let all of the other companies know that we’re going to do great things for business. There’s no reason for them to leave anymore because your taxes are going to be at the very, very low end and your unnecessary regulations are going to be gone.",0516_carrier
"And that these companies aren’t going to be leaving anymore. They’re not going to be taking people’s hearts out. They’re not going to be announcing like they did at Carrier that they’re closing up and they’re moving to Mexico. Over 1,100 jobs.",We need regulations for safety and environment and things. But most of the regulations are nonsense. It’s become a major industry – the writing of regulations.,0516_carrier
"By the way, that number is going to go up very substantially as they expand this area, this plant. So the 1,100 is going to be a minimum number.","And that these companies aren’t going to be leaving anymore. They’re not going to be taking people’s hearts out. They’re not going to be announcing like they did at Carrier that they’re closing up and they’re moving to Mexico. Over 1,100 jobs.",0516_carrier
"So I just want to thank everybody. Specifically, I just have to thank the people that I’ve met back stage. Incredible people. The spirit. The love. People are crying. I mean, they’re all crying.","By the way, that number is going to go up very substantially as they expand this area, this plant. So the 1,100 is going to be a minimum number.",0516_carrier
And it’s taken us a little while.,"So I just want to thank everybody. Specifically, I just have to thank the people that I’ve met back stage. Incredible people. The spirit. The love. People are crying. I mean, they’re all crying.",0516_carrier
"But think of this. I don’t think we even announced we were running when this deal was originally announced. And in the end, what happened is – because that makes it much more difficult. I mean, it’s hard to negotiate when the plant is built.",And it’s taken us a little while.,0516_carrier
"You know what Greg said? Greg said, “But you know the plant is almost built.” Right? I said, “Greg, I don’t care. It doesn’t make any difference. Don’t worry about it.” “What are we going to do with the plant?” Rent it, sell it, knock it down. I don’t care.","But think of this. I don’t think we even announced we were running when this deal was originally announced. And in the end, what happened is – because that makes it much more difficult. I mean, it’s hard to negotiate when the plant is built.",0516_carrier
But we’re going to do – and they’re going to do fine with their plant. I don’t know if they’re going to be able to do with an American company but we’ll figure that out.,"You know what Greg said? Greg said, “But you know the plant is almost built.” Right? I said, “Greg, I don’t care. It doesn’t make any difference. Don’t worry about it.” “What are we going to do with the plant?” Rent it, sell it, knock it down. I don’t care.",0516_carrier
"But where we’re starting is from a much easier place. It’s hard a year and a half ago they’re making an announcement and you know all of that work is done, which is why I have such respect – I would say great business people. They have flexibility.",But we’re going to do – and they’re going to do fine with their plant. I don’t know if they’re going to be able to do with an American company but we’ll figure that out.,0516_carrier
"You know, if you’re hardline, “Well, we’re not going to move”. Flexibility. That’s why they’ve done so well over the years. That’s why it’s a great company because they have flexibility.","But where we’re starting is from a much easier place. It’s hard a year and a half ago they’re making an announcement and you know all of that work is done, which is why I have such respect – I would say great business people. They have flexibility.",0516_carrier
"But we’re not going to need so much flexibility for other companies because we are going to have a situation where they’re going to know, number one, we’re going to treat them well, and number two, there will be consequences, meaning they’ll be taxed very heavily at the border if they want to leave. Fire all their people, leave, make product in different companies in different countries, and then think they’re going to sell that product over the border, which by the way will be a very strong border.","You know, if you’re hardline, “Well, we’re not going to move”. Flexibility. That’s why they’ve done so well over the years. That’s why it’s a great company because they have flexibility.",0516_carrier
A very strong border. Believe me.,"But we’re not going to need so much flexibility for other companies because we are going to have a situation where they’re going to know, number one, we’re going to treat them well, and number two, there will be consequences, meaning they’ll be taxed very heavily at the border if they want to leave. Fire all their people, leave, make product in different companies in different countries, and then think they’re going to sell that product over the border, which by the way will be a very strong border.",0516_carrier
"And I think companies. Oh, we’re going to build a wall.",A very strong border. Believe me.,0516_carrier
"People are saying, “Do you think Trump is going to build a wall?” Trust me, we’re going to build a wall.","And I think companies. Oh, we’re going to build a wall.",0516_carrier
"And by the way, people are going to come through that wall, we’re going to have doors in that wall but they’re going to come through legally.","People are saying, “Do you think Trump is going to build a wall?” Trust me, we’re going to build a wall.",0516_carrier
And people are going to come through on workers’ permits to work the fields. We’re going to have people – a lot of people are going to come through but it’s going to be done through a legal process.,"And by the way, people are going to come through that wall, we’re going to have doors in that wall but they’re going to come through legally.",0516_carrier
But one thing that’s not going to come through is drugs. The drugs are going to stop. The drugs are going to stop.,And people are going to come through on workers’ permits to work the fields. We’re going to have people – a lot of people are going to come through but it’s going to be done through a legal process.,0516_carrier
"So I just want to thank all of the people at United Technologies, most particularly you because you are fantastic Greg.",But one thing that’s not going to come through is drugs. The drugs are going to stop. The drugs are going to stop.,0516_carrier
"I want to thank and I want you to tell me how much, how many air conditioning units you sold in the last six months from today because I want to say I think it’s going to be a number that even will surprise your folks because of the tremendous good will that you’ve created.","So I just want to thank all of the people at United Technologies, most particularly you because you are fantastic Greg.",0516_carrier
I want to thank all of the workers at this plant. All of the Carrier workers most importantly.,"I want to thank and I want you to tell me how much, how many air conditioning units you sold in the last six months from today because I want to say I think it’s going to be a number that even will surprise your folks because of the tremendous good will that you’ve created.",0516_carrier
"I want to thank my great, great vice president-elect, because I’ll tell you what, one of the really good decisions but I want to thank Mike.",I want to thank all of the workers at this plant. All of the Carrier workers most importantly.,0516_carrier
"And we’re going to be doing this and if I have to tell you during speeches, they say it’s not presidential to call up these massive leaders of business. I think it’s very presidential, and if it’s not presidential, that’s okay. That’s okay. Because I actually like doing it.","I want to thank my great, great vice president-elect, because I’ll tell you what, one of the really good decisions but I want to thank Mike.",0516_carrier
But we’re going to have a lot of great people that can also do it and do it as well as I do it.,"And we’re going to be doing this and if I have to tell you during speeches, they say it’s not presidential to call up these massive leaders of business. I think it’s very presidential, and if it’s not presidential, that’s okay. That’s okay. Because I actually like doing it.",0516_carrier
But we’re going to have a lot of phone calls made to companies when they say they’re thinking about leaving this country because they’re not leaving this country. They’re not going to leave this country and the workers are going to keep their jobs.,But we’re going to have a lot of great people that can also do it and do it as well as I do it.,0516_carrier
"And they can leave from state to state and they can negotiate good deals with the different states and all of that, but leaving the country is going to be very, very difficult.",But we’re going to have a lot of phone calls made to companies when they say they’re thinking about leaving this country because they’re not leaving this country. They’re not going to leave this country and the workers are going to keep their jobs.,0516_carrier
So I want to thank everybody. We love you folks.,"And they can leave from state to state and they can negotiate good deals with the different states and all of that, but leaving the country is going to be very, very difficult.",0516_carrier
"I want to really, really thank the people of Indiana. We had two massive victories in a very, very short period of time. And all of the workers have a great, great Christmas and a fantastic New Year.",So I want to thank everybody. We love you folks.,0516_carrier
"I’m truly honored by your support. Together, we accomplished what nobody thought was absolutely possible and you know what that is and we’re only getting started and it’s going to be beautiful, remember that.","Wow. Thank you very much. Hello. I’d like to begin by thanking the people of Montana, South Dakota, New Mexico, New Jersey and California. We had some big, big days and we have some big numbers coming in, very big numbers.",0616_jersey
"Tonight we close one chapter in history and we begin another. Our campaign received more primary votes than any GOP campaign in history, no matter who it is, no matter who they are, we received more votes. This is a great feeling. That’s a great feeling.","I’m truly honored by your support. Together, we accomplished what nobody thought was absolutely possible and you know what that is and we’re only getting started and it’s going to be beautiful, remember that.",0616_jersey
"This is not a testament to me but a testament to all of the people who believed real change, not Obama change, but real change is possible. You’ve given me the honor to lead the Republican Party to victory this fall. We’re going to do it. We’re going to do it, folks. We’re going to do it.","Tonight we close one chapter in history and we begin another. Our campaign received more primary votes than any GOP campaign in history, no matter who it is, no matter who they are, we received more votes. This is a great feeling. That’s a great feeling.",0616_jersey
"I understand the responsibility of carrying the mantle and I will never, ever let you down – too much work, too many people, blood, sweat and tears. I’m never going to let you down. I will make you proud of your party and our movement, and that’s what it is, is a movement.","This is not a testament to me but a testament to all of the people who believed real change, not Obama change, but real change is possible. You’ve given me the honor to lead the Republican Party to victory this fall. We’re going to do it. We’re going to do it, folks. We’re going to do it.",0616_jersey
"Now recent polls have shown that I’m beating Hillary Clinton and with all of her many problems and the tremendous mistakes that she’s made and she has tremendous mistakes, we expect our lead to continue to grow and grow substantially. To everyone who voted for me throughout this campaign, I want to thank you. I want to thank you very, very much.","I understand the responsibility of carrying the mantle and I will never, ever let you down – too much work, too many people, blood, sweat and tears. I’m never going to let you down. I will make you proud of your party and our movement, and that’s what it is, is a movement.",0616_jersey
"To those who voted for someone else in either party, I will work hard to earn your support and I will work very hard to earn that support. To all of those Bernie Sanders voters who have been left out in the cold by a rigged system of super delegates, we welcome you with open arms.","Now recent polls have shown that I’m beating Hillary Clinton and with all of her many problems and the tremendous mistakes that she’s made and she has tremendous mistakes, we expect our lead to continue to grow and grow substantially. To everyone who voted for me throughout this campaign, I want to thank you. I want to thank you very, very much.",0616_jersey
"And by the way, the terrible trade deals that Bernie was so vehemently against and he’s right on that will be taken care of far better than anyone ever thought possible and that’s what I do. We are going to have fantastic trade deals. We’re going to start making money and bringing in jobs.","To those who voted for someone else in either party, I will work hard to earn your support and I will work very hard to earn that support. To all of those Bernie Sanders voters who have been left out in the cold by a rigged system of super delegates, we welcome you with open arms.",0616_jersey
"Now I know some people say I’m too much of a fighter. My preference is always peace, however and I’ve shown that. I’ve shown that for a long time. I built an extraordinary business on relationships and deals that benefit all parties involved, always.","And by the way, the terrible trade deals that Bernie was so vehemently against and he’s right on that will be taken care of far better than anyone ever thought possible and that’s what I do. We are going to have fantastic trade deals. We’re going to start making money and bringing in jobs.",0616_jersey
"My goal is always again to bring people together. But if I’m forced to fight for something I really care about, I will never, ever back down and our country will never, ever back down.","Now I know some people say I’m too much of a fighter. My preference is always peace, however and I’ve shown that. I’ve shown that for a long time. I built an extraordinary business on relationships and deals that benefit all parties involved, always.",0616_jersey
"I’ve fought for my family. I’ve fought for my business. I’ve fought for my employees. And now, I’m going to fight for you, the American people like nobody has ever fought before. And I’m not a politician fighting, I’m me. You’re going to see some real good things happen.","My goal is always again to bring people together. But if I’m forced to fight for something I really care about, I will never, ever back down and our country will never, ever back down.",0616_jersey
Just remember this: I’m going to be your champion. I’m going to be America’s champion because you see this election isn’t about Republican or Democrat; it’s about who runs this country – the special interests or the people and I mean the American people.,"I’ve fought for my family. I’ve fought for my business. I’ve fought for my employees. And now, I’m going to fight for you, the American people like nobody has ever fought before. And I’m not a politician fighting, I’m me. You’re going to see some real good things happen.",0616_jersey
Every election year politicians promise change. Obama promised change and it didn’t work out too well. And every year they fail to deliver. Why would politicians want to change a system that’s totally rigged in order to keep them in power?,Just remember this: I’m going to be your champion. I’m going to be America’s champion because you see this election isn’t about Republican or Democrat; it’s about who runs this country – the special interests or the people and I mean the American people.,0616_jersey
"That’s what they’re doing, folks. Why would politicians want to change a system that’s made them and their friends very, very wealthy?",Every election year politicians promise change. Obama promised change and it didn’t work out too well. And every year they fail to deliver. Why would politicians want to change a system that’s totally rigged in order to keep them in power?,0616_jersey
"I beat a rigged system by winning with overwhelming support, the only way you could’ve done it – landslides all over the country with every demographic on track to win; 37 primary caucus victories in a field that began with 17 very talented people.","That’s what they’re doing, folks. Why would politicians want to change a system that’s made them and their friends very, very wealthy?",0616_jersey
"After years of disappointment, there is one thing we all have learned – we can’t fix the rigged system by relying on very, and I mean this so, so strongly, on the very people who rigged it, and they rigged it, and do not ever think anything differently. We can’t solve our problems by counting on the politicians who created our problems.","I beat a rigged system by winning with overwhelming support, the only way you could’ve done it – landslides all over the country with every demographic on track to win; 37 primary caucus victories in a field that began with 17 very talented people.",0616_jersey
"The Clintons have turned the politics of personal enrichment into an art form for themselves. They’ve made hundreds of millions of dollars selling access, selling favors, selling government contracts, and I mean hundreds of millions of dollars. Secretary Clinton even did all of the work on a totally illegal private server. Something about how she’s getting away with this folks nobody understands.","After years of disappointment, there is one thing we all have learned – we can’t fix the rigged system by relying on very, and I mean this so, so strongly, on the very people who rigged it, and they rigged it, and do not ever think anything differently. We can’t solve our problems by counting on the politicians who created our problems.",0616_jersey
"Designed to keep her corrupt dealings out of the public record, putting the security of the entire country at risk and a President in a corrupt system is totally protecting her – not right.","The Clintons have turned the politics of personal enrichment into an art form for themselves. They’ve made hundreds of millions of dollars selling access, selling favors, selling government contracts, and I mean hundreds of millions of dollars. Secretary Clinton even did all of the work on a totally illegal private server. Something about how she’s getting away with this folks nobody understands.",0616_jersey
"I am going to give a major speech on probably Monday of next week and we’re going to be discussing all of the things that have taken place with the Clintons. I think you’re going to find it very informative and very, very interesting. I wonder if the press will want to attend, who knows.","Designed to keep her corrupt dealings out of the public record, putting the security of the entire country at risk and a President in a corrupt system is totally protecting her – not right.",0616_jersey
